contact_id;changed;del;name;email;firstname;surname;vcard;words;user_id
76;2015-05-07 10:53:48.0;0;*;*;*;*;*;*;76
77;2015-05-12 10:25:20.0;0;*;*;*;*;*;*;76
78;2015-05-21 13:37:44.0;0;*;*;*;*;*;*;76
79;2016-02-16 02:27:05.0;0;*;*;*;*;*;*;94
80;2016-02-16 02:27:40.0;0;*;*;*;*;*;*;94
83;2016-02-16 02:28:27.0;0;*;*;*;*;*;*;94
84;2016-02-22 15:59:08.0;0;*;*;*;*;*;*;94
85;2016-02-22 15:59:11.0;0;*;*;*;*;*;*;94
86;2016-03-16 14:47:28.0;0;*;*;*;*;*;*;94
87;2016-03-30 14:47:01.0;0;*;*;*;*;*;*;83
88;2016-03-31 02:06:48.0;0;*;*;*;*;*;*;95
89;2016-04-06 16:19:36.0;0;*;*;*;*;*;*;95
90;2016-04-14 13:18:14.0;0;*;*;*;*;*;*;94
91;2016-04-15 13:59:37.0;0;*;*;*;*;*;*;94
92;2016-04-29 09:34:08.0;0;*;*;*;*;*;*;98
93;2016-04-29 11:12:59.0;0;*;*;*;*;*;*;97
94;2016-04-29 11:13:27.0;0;*;*;*;*;*;*;97
95;2016-04-29 11:29:06.0;0;*;*;*;*;*;*;97
96;2016-04-29 11:30:44.0;0;*;*;*;*;*;*;97
97;2016-06-01 12:57:43.0;0;*;*;*;*;*;*;97
98;2015-05-16 12:08:35.0;0;*;*;*;*;*;*;99
99;2015-07-24 19:26:05.0;0;*;*;*;*;*;*;99
100;2015-07-24 19:26:26.0;0;*;*;*;*;*;*;99
101;2015-07-24 19:19:12.0;0;*;*;*;*;*;*;99
102;2015-07-24 19:20:05.0;0;*;*;*;*;*;*;99
103;2015-07-24 19:22:10.0;0;*;*;*;*;*;*;99
104;2015-04-13 09:59:38.0;0;*;*;*;*;*;*;108
105;2015-04-13 10:23:15.0;0;*;*;*;*;*;*;108
106;2015-04-13 10:23:20.0;0;*;*;*;*;*;*;108
107;2015-04-13 10:23:23.0;0;*;*;*;*;*;*;108
108;2015-04-13 10:23:28.0;0;*;*;*;*;*;*;108
109;2015-11-03 16:19:45.0;0;*;*;*;*;*;*;136
111;2017-11-01 14:01:55.0;0;*;*;*;*;*;*;154
113;2014-01-30 11:06:56.0;0;*;*;*;*;*;*;154
116;2014-01-30 11:09:03.0;0;*;*;*;*;*;*;154
117;2017-11-01 14:08:01.0;0;*;*;*;*;*;*;154
119;2014-01-30 11:10:52.0;0;*;*;*;*;*;*;154
120;2015-02-04 11:09:11.0;0;*;*;*;*;*;*;154
121;2017-11-01 14:09:46.0;0;*;*;*;*;*;*;154
122;2017-11-01 14:01:14.0;0;*;*;*;*;*;*;154
123;2014-09-26 16:30:58.0;1;*;*;*;*;*;*;154
124;2014-02-03 12:42:27.0;0;*;*;*;*;*;*;154
125;2015-05-26 15:23:29.0;1;*;*;*;*;*;*;154
126;2014-02-03 12:53:20.0;0;*;*;*;*;*;*;154
127;2017-11-01 14:09:54.0;0;*;*;*;*;*;*;154
128;2014-02-14 15:46:06.0;0;*;*;*;*;*;*;154
129;2014-02-14 15:48:00.0;0;*;*;*;*;*;*;154
130;2014-02-20 11:40:52.0;0;*;*;*;*;*;*;155
131;2014-02-20 11:41:03.0;0;*;*;*;*;*;*;155
132;2014-02-20 11:41:06.0;0;*;*;*;*;*;*;155
133;2014-02-20 11:41:08.0;0;*;*;*;*;*;*;155
134;2014-02-20 11:41:09.0;0;*;*;*;*;*;*;155
135;2014-02-20 11:41:11.0;0;*;*;*;*;*;*;155
136;2014-02-20 11:41:12.0;0;*;*;*;*;*;*;155
137;2014-02-20 22:43:12.0;0;*;*;*;*;*;*;155
138;2014-02-21 12:27:58.0;0;*;*;*;*;*;*;155
139;2014-02-21 12:30:46.0;0;*;*;*;*;*;*;155
141;2014-02-25 12:56:12.0;0;*;*;*;*;*;*;155
142;2014-02-25 15:59:36.0;0;*;*;*;*;*;*;155
143;2014-02-26 14:06:27.0;0;*;*;*;*;*;*;154
144;2014-02-26 14:35:07.0;0;*;*;*;*;*;*;154
145;2014-02-28 10:36:12.0;0;*;*;*;*;*;*;154
146;2014-03-03 11:11:59.0;0;*;*;*;*;*;*;155
147;2017-11-01 14:08:15.0;0;*;*;*;*;*;*;154
148;2014-03-31 12:26:45.0;0;*;*;*;*;*;*;155
149;2014-04-28 12:20:48.0;0;*;*;*;*;*;*;155
150;2014-04-30 15:40:45.0;0;*;*;*;*;*;*;155
151;2017-11-01 14:10:27.0;0;*;*;*;*;*;*;154
152;2014-05-06 18:16:16.0;0;*;*;*;*;*;*;155
153;2014-05-08 08:49:28.0;0;*;*;*;*;*;*;155
154;2014-05-23 10:55:07.0;0;*;*;*;*;*;*;153
155;2014-05-27 12:11:33.0;0;*;*;*;*;*;*;154
156;2016-08-05 11:42:07.0;1;*;*;*;*;*;*;154
158;2014-06-16 20:37:33.0;0;*;*;*;*;*;*;155
159;2015-04-08 11:27:26.0;1;*;*;*;*;*;*;155
160;2014-06-16 20:37:37.0;0;*;*;*;*;*;*;155
161;2014-07-07 16:16:48.0;0;*;*;*;*;*;*;155
163;2014-07-10 12:52:50.0;0;*;*;*;*;*;*;153
164;2014-07-10 12:54:04.0;0;*;*;*;*;*;*;153
166;2014-07-10 12:55:54.0;0;*;*;*;*;*;*;153
167;2014-09-21 20:43:53.0;0;*;*;*;*;*;*;154
169;2017-11-01 14:07:20.0;0;*;*;*;*;*;*;154
170;2014-09-26 16:35:23.0;0;*;*;*;*;*;*;154
171;2014-09-26 16:35:32.0;0;*;*;*;*;*;*;154
172;2014-09-26 16:35:58.0;0;*;*;*;*;*;*;154
173;2017-11-01 14:10:54.0;0;*;*;*;*;*;*;154
174;2017-11-01 14:09:35.0;0;*;*;*;*;*;*;154
175;2014-09-26 16:37:58.0;0;*;*;*;*;*;*;154
176;2014-09-26 16:38:21.0;0;*;*;*;*;*;*;154
177;2014-09-26 16:40:09.0;0;*;*;*;*;*;*;154
178;2014-09-26 16:40:27.0;0;*;*;*;*;*;*;154
181;2014-09-26 16:41:19.0;0;*;*;*;*;*;*;154
182;2014-09-26 16:41:22.0;0;*;*;*;*;*;*;154
183;2014-11-06 21:16:06.0;0;*;*;*;*;*;*;155
184;2014-11-07 11:44:31.0;0;*;*;*;*;*;*;153
186;2014-11-10 16:49:36.0;0;*;*;*;*;*;*;155
187;2014-11-10 16:49:40.0;0;*;*;*;*;*;*;155
188;2014-11-27 15:06:02.0;0;*;*;*;*;*;*;154
189;2014-11-27 15:06:11.0;0;*;*;*;*;*;*;154
191;2014-11-27 15:06:41.0;0;*;*;*;*;*;*;154
192;2014-11-27 15:06:43.0;0;*;*;*;*;*;*;154
193;2014-12-08 12:18:17.0;0;*;*;*;*;*;*;154
194;2014-12-09 10:52:45.0;0;*;*;*;*;*;*;154
195;2014-12-09 10:53:36.0;0;*;*;*;*;*;*;154
196;2014-12-09 10:57:54.0;0;*;*;*;*;*;*;154
197;2014-12-09 10:58:57.0;0;*;*;*;*;*;*;154
198;2014-12-09 11:15:13.0;0;*;*;*;*;*;*;154
199;2014-12-11 13:06:26.0;0;*;*;*;*;*;*;154
200;2014-12-15 14:55:14.0;0;*;*;*;*;*;*;154
201;2014-12-15 14:55:34.0;0;*;*;*;*;*;*;154
203;2014-12-23 11:21:05.0;0;*;*;*;*;*;*;154
204;2014-12-25 18:51:26.0;0;*;*;*;*;*;*;154
205;2015-02-04 11:10:46.0;0;*;*;*;*;*;*;154
206;2015-02-04 11:10:22.0;0;*;*;*;*;*;*;154
207;2015-02-04 11:18:55.0;0;*;*;*;*;*;*;154
208;2015-02-04 11:11:49.0;0;*;*;*;*;*;*;154
209;2015-02-04 11:13:05.0;0;*;*;*;*;*;*;154
210;2015-02-04 11:13:15.0;0;*;*;*;*;*;*;154
211;2015-02-04 11:13:19.0;0;*;*;*;*;*;*;154
212;2015-02-04 11:13:43.0;0;*;*;*;*;*;*;154
213;2015-02-04 11:14:08.0;0;*;*;*;*;*;*;154
214;2015-02-04 11:14:36.0;0;*;*;*;*;*;*;154
215;2017-04-13 15:42:19.0;1;*;*;*;*;*;*;154
216;2015-02-11 10:32:57.0;0;*;*;*;*;*;*;154
217;2015-02-26 12:35:51.0;0;*;*;*;*;*;*;153
218;2017-11-22 15:27:51.0;0;*;*;*;*;*;*;154
219;2015-03-11 16:36:51.0;0;*;*;*;*;*;*;153
220;2017-11-01 14:02:50.0;0;*;*;*;*;*;*;154
221;2015-03-13 13:02:13.0;0;*;*;*;*;*;*;154
222;2015-03-25 11:38:26.0;0;*;*;*;*;*;*;155
223;2015-09-02 13:17:58.0;1;*;*;*;*;*;*;162
224;2017-11-01 14:07:32.0;0;*;*;*;*;*;*;154
226;2015-04-08 11:27:07.0;0;*;*;*;*;*;*;155
227;2017-11-22 15:27:06.0;1;*;*;*;*;*;*;154
228;2015-04-22 13:22:28.0;0;*;*;*;*;*;*;154
229;2015-05-06 10:54:49.0;0;*;*;*;*;*;*;154
230;2015-05-06 12:17:25.0;0;*;*;*;*;*;*;155
231;2015-05-14 13:05:29.0;0;*;*;*;*;*;*;153
232;2015-05-15 10:32:30.0;0;*;*;*;*;*;*;154
233;2015-05-15 10:33:47.0;0;*;*;*;*;*;*;154
234;2015-05-15 10:33:51.0;0;*;*;*;*;*;*;154
235;2015-05-15 18:30:32.0;0;*;*;*;*;*;*;162
236;2015-09-02 13:14:59.0;0;*;*;*;*;*;*;162
237;2015-09-02 13:21:29.0;0;*;*;*;*;*;*;162
238;2015-05-15 18:32:38.0;0;*;*;*;*;*;*;162
239;2015-07-31 16:50:32.0;0;*;*;*;*;*;*;162
241;2017-11-01 14:09:25.0;0;*;*;*;*;*;*;154
242;2015-05-26 15:23:02.0;0;*;*;*;*;*;*;154
243;2017-11-01 14:06:32.0;0;*;*;*;*;*;*;154
244;2015-06-08 12:17:40.0;0;*;*;*;*;*;*;155
245;2015-06-08 12:17:43.0;0;*;*;*;*;*;*;155
247;2015-06-08 12:17:50.0;0;*;*;*;*;*;*;155
248;2017-11-01 14:05:12.0;0;*;*;*;*;*;*;154
249;2015-06-22 11:47:44.0;0;*;*;*;*;*;*;155
250;2015-06-22 11:47:52.0;0;*;*;*;*;*;*;155
251;2016-04-19 11:39:31.0;1;*;*;*;*;*;*;154
252;2015-07-02 15:09:46.0;0;*;*;*;*;*;*;154
253;2015-07-02 15:09:50.0;0;*;*;*;*;*;*;154
254;2015-07-13 16:53:20.0;0;*;*;*;*;*;*;154
255;2015-07-31 16:51:26.0;0;*;*;*;*;*;*;162
257;2015-07-31 16:53:57.0;0;*;*;*;*;*;*;162
258;2015-08-07 16:04:05.0;0;*;*;*;*;*;*;162
261;2015-08-20 10:18:53.0;0;*;*;*;*;*;*;154
262;2015-08-20 19:22:13.0;0;*;*;*;*;*;*;154
263;2015-08-28 13:18:36.0;0;*;*;*;*;*;*;155
264;2015-09-01 12:08:19.0;0;*;*;*;*;*;*;155
266;2015-09-02 13:15:30.0;1;*;*;*;*;*;*;162
267;2015-09-02 13:20:00.0;0;*;*;*;*;*;*;162
269;2015-09-02 13:06:37.0;0;*;*;*;*;*;*;162
270;2015-09-02 13:16:04.0;1;*;*;*;*;*;*;162
271;2015-09-02 13:14:31.0;0;*;*;*;*;*;*;162
272;2015-09-02 13:20:56.0;0;*;*;*;*;*;*;162
273;2015-09-02 13:17:53.0;0;*;*;*;*;*;*;162
274;2016-04-26 14:57:56.0;1;*;*;*;*;*;*;162
275;2015-09-02 13:21:32.0;1;*;*;*;*;*;*;162
276;2015-09-02 13:22:02.0;0;*;*;*;*;*;*;162
277;2015-09-02 13:09:17.0;0;*;*;*;*;*;*;162
279;2017-11-01 14:08:39.0;0;*;*;*;*;*;*;154
280;2015-09-08 22:33:40.0;0;*;*;*;*;*;*;162
281;2015-09-22 13:43:01.0;0;*;*;*;*;*;*;154
283;2015-10-09 15:53:22.0;0;*;*;*;*;*;*;154
284;2015-10-09 15:55:08.0;0;*;*;*;*;*;*;154
285;2015-10-12 14:04:56.0;0;*;*;*;*;*;*;162
286;2015-10-12 14:05:36.0;0;*;*;*;*;*;*;162
287;2015-10-13 14:50:04.0;0;*;*;*;*;*;*;162
288;2015-10-13 14:50:07.0;0;*;*;*;*;*;*;162
289;2015-10-13 14:50:11.0;0;*;*;*;*;*;*;162
290;2015-10-13 14:50:18.0;0;*;*;*;*;*;*;162
291;2015-10-13 14:50:27.0;0;*;*;*;*;*;*;162
292;2015-10-13 14:50:35.0;0;*;*;*;*;*;*;162
293;2015-10-21 14:54:58.0;0;*;*;*;*;*;*;154
294;2015-11-11 16:56:40.0;0;*;*;*;*;*;*;155
295;2015-11-18 15:19:46.0;0;*;*;*;*;*;*;162
296;2015-12-10 16:10:03.0;0;*;*;*;*;*;*;153
297;2016-04-26 14:57:32.0;0;*;*;*;*;*;*;162
298;2016-04-26 14:58:14.0;0;*;*;*;*;*;*;162
299;2016-02-19 16:19:10.0;0;*;*;*;*;*;*;153
300;2016-03-03 17:38:25.0;0;*;*;*;*;*;*;155
302;2017-11-01 14:08:25.0;0;*;*;*;*;*;*;154
303;2017-11-01 14:10:19.0;0;*;*;*;*;*;*;154
304;2016-03-23 11:35:55.0;0;*;*;*;*;*;*;154
305;2016-04-05 12:55:14.0;0;*;*;*;*;*;*;154
306;2016-04-06 17:20:46.0;0;*;*;*;*;*;*;153
307;2016-04-11 14:47:37.0;0;*;*;*;*;*;*;154
308;2016-04-12 17:42:44.0;0;*;*;*;*;*;*;154
310;2016-04-19 11:34:30.0;0;*;*;*;*;*;*;154
311;2017-11-01 14:06:18.0;0;*;*;*;*;*;*;154
312;2016-04-22 14:37:42.0;0;*;*;*;*;*;*;154
313;2016-04-26 14:58:51.0;0;*;*;*;*;*;*;162
314;2016-05-16 20:59:45.0;0;*;*;*;*;*;*;154
315;2016-05-17 13:53:40.0;0;*;*;*;*;*;*;155
317;2016-05-18 23:36:29.0;0;*;*;*;*;*;*;154
318;2016-05-24 17:04:37.0;0;*;*;*;*;*;*;155
319;2016-06-06 14:00:37.0;0;*;*;*;*;*;*;162
320;2016-06-06 14:00:42.0;0;*;*;*;*;*;*;162
321;2016-06-09 23:47:18.0;0;*;*;*;*;*;*;163
322;2016-07-03 15:06:20.0;0;*;*;*;*;*;*;162
323;2016-07-03 15:06:23.0;0;*;*;*;*;*;*;162
324;2016-07-03 15:06:25.0;0;*;*;*;*;*;*;162
326;2014-10-07 22:44:19.0;0;*;*;*;*;*;*;169
327;2014-10-15 22:04:05.0;0;*;*;*;*;*;*;169
328;2014-12-04 21:58:53.0;0;*;*;*;*;*;*;169
329;2014-12-21 20:44:07.0;0;*;*;*;*;*;*;169
330;2015-01-17 12:36:07.0;0;*;*;*;*;*;*;169
332;2015-02-11 08:36:12.0;0;*;*;*;*;*;*;169
333;2015-04-04 23:17:04.0;0;*;*;*;*;*;*;169
334;2015-04-14 23:29:28.0;0;*;*;*;*;*;*;169
335;2013-12-31 11:45:55.0;0;*;*;*;*;*;*;175
336;2013-12-31 11:45:55.0;0;*;*;*;*;*;*;175
337;2015-11-20 14:27:16.0;0;*;*;*;*;*;*;182
338;2015-11-20 14:27:16.0;0;*;*;*;*;*;*;182
339;2015-06-08 14:23:39.0;0;*;*;*;*;*;*;193
340;2015-06-08 14:24:04.0;0;*;*;*;*;*;*;193
341;2015-06-08 14:24:24.0;0;*;*;*;*;*;*;193
342;2015-06-08 14:24:44.0;0;*;*;*;*;*;*;193
343;2015-06-08 14:25:01.0;0;*;*;*;*;*;*;193
344;2015-06-08 14:25:23.0;0;*;*;*;*;*;*;193
345;2015-06-08 14:25:47.0;0;*;*;*;*;*;*;193
346;2015-06-08 14:26:04.0;0;*;*;*;*;*;*;193
348;2015-06-08 14:26:34.0;0;*;*;*;*;*;*;193
350;2015-06-08 14:27:11.0;0;*;*;*;*;*;*;193
352;2015-06-08 14:27:43.0;0;*;*;*;*;*;*;193
353;2015-06-08 14:28:05.0;0;*;*;*;*;*;*;193
354;2015-06-08 14:28:51.0;0;*;*;*;*;*;*;193
355;2015-12-08 15:37:19.0;0;*;*;*;*;*;*;216
356;2015-12-08 15:37:34.0;0;*;*;*;*;*;*;216
357;2015-12-08 15:39:06.0;1;*;*;*;*;*;*;216
358;2015-12-08 15:37:47.0;0;*;*;*;*;*;*;216
359;2015-12-08 15:38:02.0;0;*;*;*;*;*;*;216
360;2015-12-08 15:38:19.0;0;*;*;*;*;*;*;216
361;2015-12-08 15:44:54.0;0;*;*;*;*;*;*;216
362;2015-12-08 15:44:46.0;0;*;*;*;*;*;*;216
363;2015-12-08 15:45:32.0;0;*;*;*;*;*;*;216
364;2015-12-08 15:45:45.0;0;*;*;*;*;*;*;216
365;2015-12-08 15:45:07.0;0;*;*;*;*;*;*;216
367;2015-12-08 15:44:27.0;0;*;*;*;*;*;*;216
368;2015-12-08 15:44:03.0;0;*;*;*;*;*;*;216
369;2016-05-06 07:07:35.0;0;*;*;*;*;*;*;216
370;2016-05-19 15:32:53.0;0;*;*;*;*;*;*;216
578;2014-02-19 02:25:43.0;0;*;*;*;*;*;*;271
579;2014-02-19 02:25:46.0;0;*;*;*;*;*;*;271
580;2014-02-19 02:25:48.0;0;*;*;*;*;*;*;271
581;2014-02-19 02:25:50.0;0;*;*;*;*;*;*;271
583;2014-02-19 02:25:54.0;0;*;*;*;*;*;*;271
585;2014-02-19 18:48:18.0;0;*;*;*;*;*;*;271
586;2014-02-19 18:52:21.0;0;*;*;*;*;*;*;271
587;2014-02-20 11:21:09.0;0;*;*;*;*;*;*;271
588;2014-02-20 11:21:12.0;0;*;*;*;*;*;*;271
589;2014-02-21 01:42:12.0;0;*;*;*;*;*;*;271
590;2014-03-02 00:54:43.0;0;*;*;*;*;*;*;271
591;2014-03-11 12:25:49.0;0;*;*;*;*;*;*;271
592;2014-03-11 12:30:14.0;0;*;*;*;*;*;*;271
596;2014-03-13 15:18:12.0;0;*;*;*;*;*;*;271
597;2014-03-13 20:05:29.0;0;*;*;*;*;*;*;271
598;2014-03-14 12:42:53.0;0;*;*;*;*;*;*;271
599;2014-03-14 12:42:54.0;0;*;*;*;*;*;*;271
600;2014-03-14 12:42:57.0;0;*;*;*;*;*;*;271
604;2014-04-21 16:02:00.0;0;*;*;*;*;*;*;272
606;2014-04-21 16:02:05.0;0;*;*;*;*;*;*;272
607;2014-04-21 16:02:07.0;0;*;*;*;*;*;*;272
608;2014-04-21 16:02:09.0;0;*;*;*;*;*;*;272
609;2014-04-21 16:02:11.0;0;*;*;*;*;*;*;272
610;2014-04-21 16:02:13.0;0;*;*;*;*;*;*;272
611;2014-04-21 16:02:15.0;0;*;*;*;*;*;*;272
612;2014-04-21 16:02:17.0;0;*;*;*;*;*;*;272
614;2014-04-21 16:02:21.0;0;*;*;*;*;*;*;272
615;2014-04-21 16:02:23.0;0;*;*;*;*;*;*;272
616;2014-04-21 16:02:24.0;0;*;*;*;*;*;*;272
617;2014-04-21 16:02:27.0;0;*;*;*;*;*;*;272
619;2014-05-23 12:44:21.0;0;*;*;*;*;*;*;271
620;2014-05-23 12:44:41.0;0;*;*;*;*;*;*;271
621;2014-05-30 12:22:38.0;0;*;*;*;*;*;*;273
622;2014-05-30 12:22:41.0;0;*;*;*;*;*;*;273
623;2014-05-30 12:22:43.0;0;*;*;*;*;*;*;273
625;2014-06-12 11:27:19.0;0;*;*;*;*;*;*;271
626;2014-06-13 21:31:10.0;0;*;*;*;*;*;*;271
627;2014-06-19 16:00:53.0;0;*;*;*;*;*;*;273
628;2014-06-19 16:00:53.0;0;*;*;*;*;*;*;273
629;2014-06-26 01:29:30.0;0;*;*;*;*;*;*;271
630;2014-08-11 11:14:52.0;0;*;*;*;*;*;*;273
631;2014-08-19 16:20:03.0;0;*;*;*;*;*;*;273
635;2014-12-05 18:13:09.0;0;*;*;*;*;*;*;271
636;2014-12-23 14:06:00.0;0;*;*;*;*;*;*;273
637;2014-12-23 14:06:07.0;0;*;*;*;*;*;*;273
638;2014-12-23 14:06:14.0;0;*;*;*;*;*;*;273
639;2015-03-09 17:10:05.0;0;*;*;*;*;*;*;275
640;2015-03-09 17:10:08.0;0;*;*;*;*;*;*;275
641;2015-06-26 02:54:55.0;0;*;*;*;*;*;*;271
642;2015-06-26 02:55:09.0;0;*;*;*;*;*;*;271
643;2015-09-24 23:12:33.0;0;*;*;*;*;*;*;271
644;2015-09-24 23:12:36.0;0;*;*;*;*;*;*;271
645;2015-10-26 01:25:02.0;0;*;*;*;*;*;*;271
646;2015-12-22 11:50:06.0;0;*;*;*;*;*;*;271
647;2016-06-11 17:21:22.0;0;*;*;*;*;*;*;276
648;2016-06-11 17:22:32.0;0;*;*;*;*;*;*;276
649;2016-06-17 17:32:43.0;0;*;*;*;*;*;*;276
650;2015-03-09 22:31:19.0;0;*;*;*;*;*;*;292
651;2015-03-09 22:31:22.0;0;*;*;*;*;*;*;292
652;2015-03-09 22:31:24.0;0;*;*;*;*;*;*;292
653;2015-03-09 22:31:28.0;0;*;*;*;*;*;*;292
756;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
757;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
758;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
759;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
760;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
761;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
762;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
763;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
764;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
765;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
766;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
767;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
768;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
769;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
770;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
771;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
773;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
774;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
775;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
776;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
777;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
778;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
779;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
780;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
781;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
782;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
783;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
784;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
785;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
786;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
788;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
789;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
790;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
791;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
792;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
793;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
794;2013-07-05 20:07:58.0;0;*;*;*;*;*;*;442
